S/N,Journal ID,Journal Title,eISSN,Journal Imprint,Main Discipline,Publishing Model,OA License,URL
1292,11554,Journal of Real-Time Image Processing,1861-8219,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/11554
1293,11149,Journal of Regulatory Economics,1573-0468,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11149
1294,40860,Journal of Reliable Intelligent Environments,2199-4676,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/40860
1295,10943,Journal of Religion and Health,1573-6571,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/10943
1296,40839,Journal of Religious Education,2199-4625,Springer,Education,Springer Hybrid,CC BY,https://springer.com/40839
1297,13243,Journal of Remanufacturing,2210-4690,Springer,Engineering,Springer Hybrid,CC BY-NC-ND,https://springer.com/13243
1298,41272,Journal of Revenue and Pricing Management,1477-657X,Palgrave Macmillan,Business and Management,Springer Hybrid,CC BY-NC-ND,https://springer.com/41272
1299,11166,Journal of Risk and Uncertainty,1573-0476,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11166
1300,11701,Journal of Robotic Surgery,1863-2491,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/11701
1301,42464,Journal of Rubber Research,2524-3993,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/42464
1302,10946,Journal of Russian Laser Research,1573-8760,Springer,Physics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10946
1303,10951,Journal of Scheduling,1099-1425,Springer,Business and Management,Springer Hybrid,CC BY-NC-ND,https://springer.com/10951
1304,10956,Journal of Science Education and Technology,1573-1839,Springer,Education,Springer Hybrid,CC BY-NC-ND,https://springer.com/10956
1305,42978,Journal of Science in Sport and Exercise,2662-1371,Springer,Biomedicine,Springer Hybrid,CC BY,https://springer.com/42978
1306,10915,Journal of Scientific Computing,1573-7691,Springer,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10915
1307,43217,Journal of Sedimentary Environments,2447-9462,Springer,Earth Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/43217
1308,10950,Journal of Seismology,1573-157X,Springer,Earth Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/10950
1309,12204,Journal of Shanghai Jiaotong University (Science),1995-8188,"Shanghai Jiaotong University Press, co-published with Springer",Engineering,Springer Hybrid,CC BY,https://springer.com/12204
1310,11265,Journal of Signal Processing Systems,1939-8115,Springer,Engineering,Springer Hybrid,CC BY-NC-ND,https://springer.com/11265
1311,40847,Journal of Social and Economic Development,2199-6873,Springer,Economics,Springer Hybrid,CC BY,https://springer.com/40847
1312,42729,Journal of Soil Science and Plant Nutrition,0718-9516,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/42729
1313,11368,Journal of Soils and Sediments,1614-7480,Springer,Environment,Springer Hybrid,CC BY-NC-ND,https://springer.com/11368
1314,10971,Journal of Sol-Gel Science and Technology,1573-4846,Springer,Materials Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/10971
1315,10008,Journal of Solid State Electrochemistry,1433-0768,Springer,Chemistry,Springer Hybrid,CC BY-NC-ND,https://springer.com/10008
1316,10953,Journal of Solution Chemistry,1572-8927,Springer,Chemistry,Springer Hybrid,CC BY-NC-ND,https://springer.com/10953
1317,10955,Journal of Statistical Physics,1572-9613,Springer,Physics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10955
1318,42519,Journal of Statistical Theory and Practice,1559-8616,Springer,Statistics,Springer Hybrid,CC BY,https://springer.com/42519
1319,10948,Journal of Superconductivity and Novel Magnetism,1557-1947,Springer,Physics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10948
1320,40831,Journal of Sustainable Metallurgy,2199-3831,Springer,Environment,Springer Hybrid,CC BY,https://springer.com/40831
1321,11424,Journal of Systems Science and Complexity,1559-7067,Springer,Mathematics,Springer Hybrid,CC BY,https://springer.com/11424
1322,11518,Journal of Systems Science and Systems Engineering,1861-9576,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/11518
1323,41347,Journal of Technology in Behavioral Science,2366-5963,Springer,Psychology,Springer Hybrid,CC BY-NC-ND,https://springer.com/41347
1324,11747,Journal of the Academy of Marketing Science,1552-7824,Springer,Business and Management,Springer Hybrid,CC BY,https://springer.com/11747
1325,10162,Journal of the Association for Research in Otolaryngology,1438-7573,Springer,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/10162
1326,41779,Journal of the Australian Ceramic Society,2510-1579,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/41779
1327,40430,Journal of the Brazilian Society of Mechanical Sciences and Engineering,1806-3691,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/40430
1328,10739,Journal of the History of Biology,1573-0387,Springer,History,Springer Hybrid,CC BY-NC-ND,https://springer.com/10739
1329,13196,Journal of the Indian Academy of Wood Science,0976-8432,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/13196
1330,41745,Journal of the Indian Institute of Science,0019-4964,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/41745
1331,41096,Journal of the Indian Society for Probability and Statistics,2364-9569,Springer,Statistics,Springer Hybrid,CC BY,https://springer.com/41096
1332,12524,Journal of the Indian Society of Remote Sensing,0974-3006,Springer,Earth Sciences,Springer Hybrid,CC BY,https://springer.com/12524
1333,40030,Journal of The Institution of Engineers (India): Series A,2250-2157,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/40030
1334,40031,Journal of The Institution of Engineers (India): Series B,2250-2114,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/40031
1335,40032,Journal of The Institution of Engineers (India): Series C,2250-0553,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/40032
1336,40033,Journal of The Institution of Engineers (India): Series D,2250-2130,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/40033
1337,40034,Journal of The Institution of Engineers (India): Series E,2250-2491,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/40034
1338,13738,Journal of the Iranian Chemical Society,1735-2428,Springer,Chemistry,Springer Hybrid,CC BY,https://springer.com/13738
1339,13132,Journal of the Knowledge Economy,1868-7873,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/13132
1340,43207,Journal of the Korean Ceramic Society,2234-0491,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/43207
1341,40042,Journal of the Korean Physical Society,1976-8524,"The Korean Physical Society, co-published with Springer",Physics,Springer Hybrid,CC BY,https://springer.com/40042
1342,42952,Journal of the Korean Statistical Society,2005-2863,Springer,Statistics,Springer Hybrid,CC BY,https://springer.com/42952
1343,40305,Journal of the Operations Research Society of China,2194-6698,Springer,Mathematics,Springer Hybrid,CC BY,https://springer.com/40305
1344,10959,Journal of Theoretical Probability,1572-9230,Springer,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10959
1345,10973,Journal of Thermal Analysis and Calorimetry,1588-2926,"Akadémiai Kiadó, co-published with Springer",Chemistry,Springer Hybrid,CC BY,https://springer.com/10973
1346,11630,Journal of Thermal Science,1993-033X,Springer,Physics,Springer Hybrid,CC BY,https://springer.com/11630
1347,11666,Journal of Thermal Spray Technology,1544-1016,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/11666
1348,11239,Journal of Thrombosis and Thrombolysis,1573-742X,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/11239
1349,42738,Journal of Transatlantic Studies,1754-1018,Palgrave Macmillan,Political Science and International Relations,Springer Hybrid,CC BY,https://springer.com/42738
1350,12198,Journal of Transportation Security,1938-775X,Springer,Business and Management,Springer Hybrid,CC BY-NC-ND,https://springer.com/12198
1351,40477,Journal of Ultrasound,1876-7931,Springer,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/40477
1352,11524,Journal of Urban Health,1468-2869,Springer,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/11524
1353,42417,Journal of Vibration Engineering & Technologies,2523-3939,Springer,Engineering,Springer Hybrid,CC BY-NC-ND,https://springer.com/42417
1354,12650,Journal of Visualization,1875-8975,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/12650
1355,10963,Journal of World Prehistory,1573-7802,Springer,Social Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/10963
1356,11595,Journal of Wuhan University of Technology-Mater. Sci. Ed.,1993-0437,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/11595
1357,10964,Journal of Youth and Adolescence,1573-6601,Springer,Psychology,Springer Hybrid,CC BY-NC-ND,https://springer.com/10964
1358,11582,Journal of Zhejiang University-SCIENCE A,1862-1775,"Zhejiang University Press, co-published with Springer",Engineering,Springer Hybrid,CC BY,https://springer.com/11582
1359,11585,Journal of Zhejiang University-SCIENCE B,1862-1783,"Zhejiang University Press, co-published with Springer",Biomedicine,Springer Hybrid,CC BY,https://springer.com/11585
1360,12193,Journal on Multimodal User Interfaces,1783-8738,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/12193
1361,764,JPC – Journal of Planar Chromatography – Modern TLC,1789-0993,"Akadémiai Kiadó, co-published with Springer",Chemistry,Springer Hybrid,CC BY,https://springer.com/764
1362,42439,Jus Cogens,2524-3985,Springer,Law,Springer Hybrid,CC BY-NC-ND,https://springer.com/42439
1363,12225,Kew Bulletin,1874-933X,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/12225
1364,13218,KI - Künstliche Intelligenz,1610-1987,Springer,Computer Science,Springer Hybrid,CC BY,https://springer.com/13218
1365,42489,KN - Journal of Cartography and Geographic Information,2524-4965,Springer,Geography,Springer Hybrid,CC BY,https://springer.com/42489
1366,43205,Knie Journal,2662-4036,SpringerMedizin,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/43205
1367,10115,Knowledge and Information Systems,0219-3116,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/10115
1368,13367,Korea-Australia Rheology Journal,2093-7660,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/13367
1369,11814,Korean Journal of Chemical Engineering,1975-7220,Springer,Chemistry,Springer Hybrid,CC BY,https://springer.com/11814
1370,11577,KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie,1861-891X,Springer,Social Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11577
1371,44007,La Matematica,2730-9657,Springer,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/44007
1372,11547,La Radiologia Medica,1826-6983,Springer,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/11547
1373,40766,La Rivista del Nuovo Cimento,1826-9850,Springer,Physics,Springer Hybrid,CC BY,https://springer.com/40766
1374,41684,Lab Animal,1548-4475,Springer Nature,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/41684
1375,11355,Landscape and Ecological Engineering,1860-188X,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/11355
1376,10346,Landslides,1612-5118,Springer,Earth Sciences,Springer Hybrid,CC BY,https://springer.com/10346
1377,10993,Language Policy,1573-1863,Springer,Linguistics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10993
1378,10579,Language Resources and Evaluation,1574-0218,Springer,Linguistics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10579
1379,41547,Lasers in Dental Science,2367-2587,Springer,Dentistry,Springer Hybrid,CC BY-NC-ND,https://springer.com/41547
1380,40516,Lasers in Manufacturing and Materials Processing,2196-7237,Springer,Engineering,Springer Hybrid,CC BY-NC-ND,https://springer.com/40516
1381,10103,Lasers in Medical Science,1435-604X,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/10103
1382,41276,Latino Studies,1476-3443,Palgrave Macmillan,Cultural and Media Studies,Springer Hybrid,CC BY-NC-ND,https://springer.com/41276
1383,10978,Law and Critique,1572-8617,Springer,Philosophy,Springer Hybrid,CC BY-NC-ND,https://springer.com/10978
1384,10982,Law and Philosophy,1573-0522,Springer,Law,Springer Hybrid,CC BY-NC-ND,https://springer.com/10982
1385,13420,Learning & Behavior,1543-4508,Springer,Psychology,Springer Hybrid,CC BY,https://springer.com/13420
1386,10984,Learning Environments Research,1573-1855,Springer,Education,Springer Hybrid,CC BY-NC-ND,https://springer.com/10984
1387,40619,L'Endocrinologo,1720-8351,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/40619
1388,11005,Letters in Mathematical Physics,1573-0530,Springer,Physics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11005
1389,12076,Letters in Spatial and Resource Sciences,1864-404X,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/12076
1390,41375,Leukemia,1476-5551,Springer Nature,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/41375
1391,41872,Life Cycle Reliability and Safety Engineering,2520-1360,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/41872
1392,10985,Lifetime Data Analysis,1572-9249,Springer,Statistics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10985
1393,10201,Limnology,1439-863X,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/10201
1394,10988,Linguistics and Philosophy,1573-0549,Springer,Linguistics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10988
1395,10986,Lithuanian Mathematical Journal,1573-8825,Springer,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10986
1396,10991,Liverpool Law Review,1572-8625,Springer,Law,Springer Hybrid,CC BY-NC-ND,https://springer.com/10991
1397,11787,Logica Universalis,1661-8300,Birkhäuser,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11787
1398,408,Lung,1432-1750,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/408
1399,11633,Machine Intelligence Research,2731-5398,"Institute of Automation, Chinese Academy of Sciences, co-published with Springer",Computer Science,Springer Hybrid,CC BY,https://springer.com/11633
1400,10994,Machine Learning,1573-0565,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/10994
1401,44379,Machine Learning for Computational Science and Engineering,3005-1436,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/44379
1402,138,Machine Vision and Applications,1432-1769,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/138
1403,13233,Macromolecular Research,2092-7673,"The Polymer Society of Korea, co-published with Springer",Chemistry,Springer Hybrid,CC BY,https://springer.com/13233
1404,10334,"Magnetic Resonance Materials in Physics, Biology and Medicine",1352-8661,Springer,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/10334
1405,13364,Mammal Research,2199-241X,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/13364
1406,42991,Mammalian Biology,1618-1476,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/42991
1407,335,Mammalian Genome,1432-1777,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/335
1408,11575,Management International Review,1861-8901,Springer,Business and Management,Springer Hybrid,CC BY-NC-ND,https://springer.com/11575
1409,11301,Management Review Quarterly,2198-1639,Springer,Business and Management,Springer Hybrid,CC BY-NC-ND,https://springer.com/11301
1410,337,Manuelle Medizin,1433-0466,SpringerMedizin,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/337
