Order (# NIH papers 01-07/2025),Journal,ISSN1,ISSN2,ISSN3,ISSN4,Publisher,Publications acknowledging NIH funding (01-07/2025),Journal OA status,Publisher type,APC 2025 (USD),APC category,Total APCs (based on 01-07/2025),APCs covered by $2k cap,% covered by $2k cap,APCs not covered by $2k cap,APCs covered by $3k cap,% covered by $3k cap,APCs not covered by $3k cap,APCs covered by $6 cap,% covered by $6 cap,APCs not covered by $6 cap
1230,Critical Care,1364-8535,1466-609X,,,Springer Nature,11,gold,for profit,4190,"$4,001-$5,000",46090,22000,0.477326969,24090,33000,0.715990453,13090,46090,1,0
1231,Mental Health Science,2642-3588,,,,Wiley,11,gold,for profit,2400,"$2,001-$3,000",26400,22000,0.833333333,4400,26400,1,0,26400,1,0
1233,Journal of Cellular and Molecular Medicine,1582-1838,1582-4934,,,Wiley,11,gold,for profit,5210,"$5,001-$6,000",57310,22000,0.383877159,35310,33000,0.575815739,24310,57310,1,0
1234,JMIR Diabetes,2371-4379,,,,JMIR Publications,11,gold,for profit,1985,"$1,001-$2,000",21835,21835,1,0,21835,1,0,21835,1,0
1235,FASEB BioAdvances,2573-9832,,,,Wiley,11,gold,for profit,2880,"$2,001-$3,000",31680,22000,0.694444444,9680,31680,1,0,31680,1,0
1236,Regional Anesthesia & Pain Medicine,1098-7339,1532-8651,,,BMJ,11,hybrid,for profit,3890,"$3,001-$4,000",42790,22000,0.514138817,20790,33000,0.771208226,9790,42790,1,0
1237,The Cleft Palate-Craniofacial Journal,1055-6656,1545-1569,,,SAGE Publications,11,hybrid,for profit,4150,"$4,001-$5,000",45650,22000,0.481927711,23650,33000,0.722891566,12650,45650,1,0
1238,Environmental Health,1476-069X,,,,Springer Nature,11,gold,for profit,3490,"$3,001-$4,000",38390,22000,0.573065903,16390,33000,0.859598854,5390,38390,1,0
1239,Anesthesia & Analgesia,0003-2999,1526-7598,,,Wolters Kluwer,11,hybrid,for profit,4900,"$4,001-$5,000",53900,22000,0.408163265,31900,33000,0.612244898,20900,53900,1,0
1240,Behavioral Sleep Medicine,1540-2002,1540-2010,,,Taylor & Francis,11,hybrid,for profit,4720,"$4,001-$5,000",51920,22000,0.423728814,29920,33000,0.63559322,18920,51920,1,0
1242,Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids,1388-1981,1879-2618,,,Elsevier,11,hybrid,for profit,3670,"$3,001-$4,000",40370,22000,0.544959128,18370,33000,0.817438692,7370,40370,1,0
1243,RNA Biology,1547-6286,1555-8584,,,Taylor & Francis,11,gold,for profit,3650,"$3,001-$4,000",40150,22000,0.547945205,18150,33000,0.821917808,7150,40150,1,0
1244,Microbial Genomics,2057-5858,,,,Microbiology Society,10,gold,not for profit,2847,"$2,001-$3,000",28470,20000,0.702493853,8470,28470,1,0,28470,1,0
1245,Cell Biomaterials,3050-5623,,,,Elsevier,10,hybrid,for profit,9350,"$9,001-$10,000",93500,20000,0.213903743,73500,30000,0.320855615,63500,60000,0.64171123,33500
1246,American Psychologist,0003-066X,1935-990X,,,American Psychological Association (APA),10,hybrid,not for profit,3000,"$2,001-$3,000",30000,20000,0.666666667,10000,30000,1,0,30000,1,0
1247,Signal Transduction and Targeted Therapy,2095-9907,2059-3635,,,Springer Nature,10,gold,for profit,3790,"$3,001-$4,000",37900,20000,0.527704485,17900,30000,0.791556728,7900,37900,1,0
1248,Physical Review Research,2643-1564,,,,American Physical Society (APS),10,gold,not for profit,2840,"$2,001-$3,000",28400,20000,0.704225352,8400,28400,1,0,28400,1,0
1249,Behavior Therapy,0005-7894,1878-1888,,,Elsevier,10,hybrid,for profit,3600,"$3,001-$4,000",36000,20000,0.555555556,16000,30000,0.833333333,6000,36000,1,0
1250,npj Biomedical Innovations,3005-1444,,,,Springer Nature,10,gold,for profit,2690,"$2,001-$3,000",26900,20000,0.743494424,6900,26900,1,0,26900,1,0
1251,"Acta Crystallographica Section D, Structural Biology",2059-7983,1399-0047,,,International Union of Crystallography (IUCr),10,hybrid,not for profit,5320,"$5,001-$6,000",53200,20000,0.37593985,33200,30000,0.563909774,23200,53200,1,0
1252,JOR Spine,2572-1143,,,,Wiley,10,gold,for profit,2480,"$2,001-$3,000",24800,20000,0.806451613,4800,24800,1,0,24800,1,0
1253,npj Health Systems,3005-1959,,,,Springer Nature,10,gold,for profit,2790,"$2,001-$3,000",27900,20000,0.716845878,7900,27900,1,0,27900,1,0
1254,Nature Nanotechnology,1748-3387,1748-3395,,,Springer Nature,10,hybrid,for profit,12690,"$12,001-$13,000",126900,20000,0.157604413,106900,30000,0.236406619,96900,60000,0.472813239,66900
1255,npj Antimicrobials and Resistance,2731-8745,,,,Springer Nature,10,gold,for profit,3190,"$3,001-$4,000",31900,20000,0.626959248,11900,30000,0.940438871,1900,31900,1,0
1257,Chronic Obstructive Pulmonary Diseases Journal of the COPD Foundation,2372-952X,2372-952x,,,COPD Foundation,10,gold,not for profit,2450,"$2,001-$3,000",24500,20000,0.816326531,4500,24500,1,0,24500,1,0
1258,IEEE Robotics and Automation Letters,2377-3766,,,,Institute of Electrical and Electronics Engineers (IEEE),10,hybrid,not for profit,2645,"$2,001-$3,000",26450,20000,0.756143667,6450,26450,1,0,26450,1,0
1259,Health Economics,1057-9230,1099-1050,,,Wiley,10,hybrid,for profit,4050,"$4,001-$5,000",40500,20000,0.49382716,20500,30000,0.740740741,10500,40500,1,0
1260,FEBS Open Bio,2211-5463,,,,Wiley,10,gold,for profit,2210,"$2,001-$3,000",22100,20000,0.904977376,2100,22100,1,0,22100,1,0
1261,Medicine,0025-7974,1536-5964,,,Wolters Kluwer,10,gold,for profit,2100,"$2,001-$3,000",21000,20000,0.952380952,1000,21000,1,0,21000,1,0
1262,International Journal of Behavioral Medicine,1070-5503,1532-7558,,,Springer Nature,10,hybrid,for profit,4590,"$4,001-$5,000",45900,20000,0.435729847,25900,30000,0.653594771,15900,45900,1,0
1263,Molecular and Cellular Endocrinology,0303-7207,1872-8057,,,Elsevier,10,hybrid,for profit,3510,"$3,001-$4,000",35100,20000,0.56980057,15100,30000,0.854700855,5100,35100,1,0
1264,Cochrane Database of Systematic Reviews,1361-6137,1469-493X,1465-1858,,Wiley,10,hybrid,for profit,5100,"$5,001-$6,000",51000,20000,0.392156863,31000,30000,0.588235294,21000,51000,1,0
1265,Brain Imaging and Behavior,1931-7557,1931-7565,,,Springer Nature,10,hybrid,for profit,3790,"$3,001-$4,000",37900,20000,0.527704485,17900,30000,0.791556728,7900,37900,1,0
1266,The Cerebellum,1473-4222,1473-4230,,,Springer Nature,10,hybrid,for profit,4790,"$4,001-$5,000",47900,20000,0.417536534,27900,30000,0.626304802,17900,47900,1,0
1267,JMIR Mental Health,2368-7959,,,,JMIR Publications,10,gold,for profit,2750,"$2,001-$3,000",27500,20000,0.727272727,7500,27500,1,0,27500,1,0
1268,Journal of Cardiovascular Computed Tomography,1934-5925,1876-861X,,,Elsevier,10,hybrid,for profit,3410,"$3,001-$4,000",34100,20000,0.586510264,14100,30000,0.879765396,4100,34100,1,0
1269,Journal of the Experimental Analysis of Behavior,0022-5002,1938-3711,,,Wiley,10,hybrid,for profit,3150,"$3,001-$4,000",31500,20000,0.634920635,11500,30000,0.952380952,1500,31500,1,0
1270,Current Opinion in Pediatrics,1040-8703,1531-698X,,,Wolters Kluwer,10,hybrid,for profit,4700,"$4,001-$5,000",47000,20000,0.425531915,27000,30000,0.638297872,17000,47000,1,0
1271,Statistics and Computing,0960-3174,1573-1375,,,Springer Nature,10,hybrid,for profit,2890,"$2,001-$3,000",28900,20000,0.692041522,8900,28900,1,0,28900,1,0
1272,Advanced Therapeutics,2366-3987,,,,Wiley,10,hybrid,for profit,4430,"$4,001-$5,000",44300,20000,0.451467269,24300,30000,0.677200903,14300,44300,1,0
1273,American Journal of Medical Genetics Part B Neuropsychiatric Genetics,1552-4841,1552-485X,,,Wiley,10,hybrid,for profit,3920,"$3,001-$4,000",39200,20000,0.510204082,19200,30000,0.765306122,9200,39200,1,0
1274,Clinical Genetics,0009-9163,1399-0004,,,Wiley,10,hybrid,for profit,4980,"$4,001-$5,000",49800,20000,0.401606426,29800,30000,0.602409639,19800,49800,1,0
1275,Comprehensive Physiology,2040-4603,,,,Wiley,10,hybrid,for profit,3750,"$3,001-$4,000",37500,20000,0.533333333,17500,30000,0.8,7500,37500,1,0
1276,Algorithms,1999-4893,,,,MDPI,10,gold,for profit,2250,"$2,001-$3,000",22500,20000,0.888888889,2500,22500,1,0,22500,1,0
1278,European Journal of Applied Physiology,1439-6319,1439-6327,,,Springer Nature,10,hybrid,for profit,4390,"$4,001-$5,000",43900,20000,0.455580866,23900,30000,0.683371298,13900,43900,1,0
1279,The Lancet Child & Adolescent Health,2352-4642,2352-4650,,,Elsevier,10,hybrid,for profit,6680,"$6,001-$7,000",66800,20000,0.299401198,46800,30000,0.449101796,36800,60000,0.898203593,6800
1280,BJOG An International Journal of Obstetrics & Gynaecology,1470-0328,1471-0528,,,Wiley,10,hybrid,for profit,5190,"$5,001-$6,000",51900,20000,0.385356455,31900,30000,0.578034682,21900,51900,1,0
1281,BMC Psychology,2050-7283,,,,Springer Nature,10,gold,for profit,1990,"$1,001-$2,000",19900,19900,1,0,19900,1,0,19900,1,0
1282,The Lancet Haematology,2352-3026,2451-9960,,,Elsevier,10,hybrid,for profit,7280,"$7,001-$8,000",72800,20000,0.274725275,52800,30000,0.412087912,42800,60000,0.824175824,12800
1283,Trends in Hearing,2331-2165,1940-5588,,,SAGE Publications,10,gold,for profit,2800,"$2,001-$3,000",28000,20000,0.714285714,8000,28000,1,0,28000,1,0
1284,BMC Research Notes,1756-0500,,,,Springer Nature,10,gold,for profit,1690,"$1,001-$2,000",16900,16900,1,0,16900,1,0,16900,1,0
1285,Social Cognitive and Affective Neuroscience,1749-5016,1749-5024,,,Oxford University Press (OUP),10,gold,not for profit,2379,"$2,001-$3,000",23790,20000,0.840689365,3790,23790,1,0,23790,1,0
1286,Biochemistry and Biophysics Reports,2405-5808,,,,Elsevier,10,gold,for profit,2700,"$2,001-$3,000",27000,20000,0.740740741,7000,27000,1,0,27000,1,0
1287,SLEEP Advances,2632-5012,,,,Oxford University Press (OUP),10,gold,not for profit,2054,"$2,001-$3,000",20540,20000,0.973709834,540,20540,1,0,20540,1,0
1288,Journal of Hepatology,0168-8278,1600-0641,,,Elsevier,10,hybrid,for profit,5500,"$5,001-$6,000",55000,20000,0.363636364,35000,30000,0.545454545,25000,55000,1,0
1289,Optica,2334-2536,,,,Optica Publishing Group,10,gold,not for profit,3610,"$3,001-$4,000",36100,20000,0.55401662,16100,30000,0.831024931,6100,36100,1,0
1290,Journal of Clinical Neuroscience,0967-5868,1532-2653,,,Elsevier,10,hybrid,for profit,3830,"$3,001-$4,000",38300,20000,0.522193211,18300,30000,0.783289817,8300,38300,1,0
1291,American Journal of Human Biology,1042-0533,1520-6300,,,Wiley,10,hybrid,for profit,4550,"$4,001-$5,000",45500,20000,0.43956044,25500,30000,0.659340659,15500,45500,1,0
1292,Implementation Research and Practice,2633-4895,,,,SAGE Publications,10,gold,for profit,1000,"$1-$1,000",10000,10000,1,0,10000,1,0,10000,1,0
1293,Current Opinion in Chemical Biology,1367-5931,1879-0402,,,Elsevier,10,hybrid,for profit,4510,"$4,001-$5,000",45100,20000,0.44345898,25100,30000,0.66518847,15100,45100,1,0
1294,Advanced Drug Delivery Reviews,0169-409X,1872-8294,,,Elsevier,10,hybrid,for profit,5550,"$5,001-$6,000",55500,20000,0.36036036,35500,30000,0.540540541,25500,55500,1,0
1295,Journal of the American Society of Echocardiography,0894-7317,1097-6795,,,Elsevier,10,hybrid,for profit,3800,"$3,001-$4,000",38000,20000,0.526315789,18000,30000,0.789473684,8000,38000,1,0
1296,Cellular Signalling,0898-6568,1873-3913,,,Elsevier,10,hybrid,for profit,3550,"$3,001-$4,000",35500,20000,0.563380282,15500,30000,0.845070423,5500,35500,1,0
1297,Value in Health,1098-3015,1524-4733,,,Elsevier,10,hybrid,for profit,4000,"$3,001-$4,000",40000,20000,0.5,20000,30000,0.75,10000,40000,1,0
1298,Environmental and Molecular Mutagenesis,0893-6692,1098-2280,,,Wiley,10,hybrid,for profit,3750,"$3,001-$4,000",37500,20000,0.533333333,17500,30000,0.8,7500,37500,1,0
1299,Archives of Sexual Behavior,0004-0002,1573-2800,,,Springer Nature,10,hybrid,for profit,3090,"$3,001-$4,000",30900,20000,0.647249191,10900,30000,0.970873786,900,30900,1,0
1300,Genes Brain & Behavior,1601-1848,1601-183X,,,Wiley,10,gold,for profit,3540,"$3,001-$4,000",35400,20000,0.564971751,15400,30000,0.847457627,5400,35400,1,0
1301,Annals of Surgery,0003-4932,1528-1140,,,Wolters Kluwer,10,hybrid,for profit,4900,"$4,001-$5,000",49000,20000,0.408163265,29000,30000,0.612244898,19000,49000,1,0
1302,Journal of Inorganic Biochemistry,0162-0134,1873-3344,,,Elsevier,10,hybrid,for profit,4220,"$4,001-$5,000",42200,20000,0.473933649,22200,30000,0.710900474,12200,42200,1,0
1303,Journal of Cardiovascular Electrophysiology,1045-3873,1540-8167,,,Wiley,10,hybrid,for profit,4500,"$4,001-$5,000",45000,20000,0.444444444,25000,30000,0.666666667,15000,45000,1,0
1304,Current Opinion in Biomedical Engineering,2468-4511,,,,Elsevier,10,hybrid,for profit,3830,"$3,001-$4,000",38300,20000,0.522193211,18300,30000,0.783289817,8300,38300,1,0
1305,Gels,2310-2861,,,,MDPI,10,gold,for profit,2625,"$2,001-$3,000",26250,20000,0.761904762,6250,26250,1,0,26250,1,0
1306,Journal of Urology,0021-0005,1527-3792,0022-5347,,Wolters Kluwer,10,hybrid,for profit,5400,"$5,001-$6,000",54000,20000,0.37037037,34000,30000,0.555555556,24000,54000,1,0
1307,American Journal of Primatology,0275-2565,1098-2345,,,Wiley,10,hybrid,for profit,4330,"$4,001-$5,000",43300,20000,0.461893764,23300,30000,0.692840647,13300,43300,1,0
1308,Pharmacotherapy The Journal of Human Pharmacology and Drug Therapy,0277-0008,1875-9114,,,Wiley,10,hybrid,for profit,4030,"$4,001-$5,000",40300,20000,0.496277916,20300,30000,0.744416873,10300,40300,1,0
1309,Tetrahedron Letters,0040-4039,1359-8562,,,Elsevier,10,hybrid,for profit,3610,"$3,001-$4,000",36100,20000,0.55401662,16100,30000,0.831024931,6100,36100,1,0
1310,Journal of Ultrasound in Medicine,0278-4297,1550-9613,,,Wiley,10,hybrid,for profit,4100,"$4,001-$5,000",41000,20000,0.487804878,21000,30000,0.731707317,11000,41000,1,0
1311,Clinical Lung Cancer,1525-7304,1938-0690,,,Elsevier,10,hybrid,for profit,3200,"$3,001-$4,000",32000,20000,0.625,12000,30000,0.9375,2000,32000,1,0
1312,npj Women's Health,2948-1716,,,,Springer Nature,10,gold,for profit,2190,"$2,001-$3,000",21900,20000,0.913242009,1900,21900,1,0,21900,1,0
1313,Surgical Endoscopy,0930-2794,1432-2218,,,Springer Nature,10,hybrid,for profit,4390,"$4,001-$5,000",43900,20000,0.455580866,23900,30000,0.683371298,13900,43900,1,0
1314,IEEE Sensors Journal,1530-437X,1558-1748,,,Institute of Electrical and Electronics Engineers (IEEE),10,hybrid,not for profit,2645,"$2,001-$3,000",26450,20000,0.756143667,6450,26450,1,0,26450,1,0
1315,JMIR Pediatrics and Parenting,2561-6722,,,,JMIR Publications,10,gold,for profit,1985,"$1,001-$2,000",19850,19850,1,0,19850,1,0,19850,1,0
1316,EJNMMI Research,2191-219X,,,,Springer Nature,10,gold,for profit,3190,"$3,001-$4,000",31900,20000,0.626959248,11900,30000,0.940438871,1900,31900,1,0
1317,Journal of Biophotonics,1864-063X,1864-0648,,,Wiley,10,hybrid,for profit,3370,"$3,001-$4,000",33700,20000,0.59347181,13700,30000,0.890207715,3700,33700,1,0
1318,Differentiation,0301-4681,1432-0436,,,Elsevier,10,hybrid,for profit,3000,"$2,001-$3,000",30000,20000,0.666666667,10000,30000,1,0,30000,1,0
1319,Family Process,0014-7370,1545-5300,,,Wiley,10,hybrid,for profit,3400,"$3,001-$4,000",34000,20000,0.588235294,14000,30000,0.882352941,4000,34000,1,0
1320,Clinical Practice in Pediatric Psychology,2169-4826,2169-4834,,,SAGE Publications,10,hybrid,for profit,3000,"$2,001-$3,000",30000,20000,0.666666667,10000,30000,1,0,30000,1,0
1321,Toxicology,0300-483X,1879-3185,,,Elsevier,10,hybrid,for profit,4250,"$4,001-$5,000",42500,20000,0.470588235,22500,30000,0.705882353,12500,42500,1,0
1322,BMC Medical Informatics and Decision Making,1472-6947,,,,Springer Nature,10,gold,for profit,2990,"$2,001-$3,000",29900,20000,0.668896321,9900,29900,1,0,29900,1,0
1323,Evolution,0014-3820,1558-5646,,,Oxford University Press (OUP),10,hybrid,not for profit,3214,"$3,001-$4,000",32140,20000,0.622277536,12140,30000,0.933416304,2140,32140,1,0
1324,Stress and Health,1532-3005,1532-2998,,,Wiley,10,hybrid,for profit,4070,"$4,001-$5,000",40700,20000,0.491400491,20700,30000,0.737100737,10700,40700,1,0
1325,Journal of Alternative and Complementary Medicine,1075-5535,1557-7708,2768-3605,2768-3613,Mary Ann Liebert,10,hybrid,for profit,3600,"$3,001-$4,000",36000,20000,0.555555556,16000,30000,0.833333333,6000,36000,1,0
1326,Psychological Review,0033-295X,1939-1471,,,American Psychological Association (APA),10,hybrid,not for profit,3000,"$2,001-$3,000",30000,20000,0.666666667,10000,30000,1,0,30000,1,0
1327,Journal of NeuroEngineering and Rehabilitation,1743-0003,,,,Springer Nature,10,gold,for profit,3990,"$3,001-$4,000",39900,20000,0.501253133,19900,30000,0.751879699,9900,39900,1,0
1328,Frontiers in Aging,2673-6217,,,,Frontiers,10,gold,for profit,3162,"$3,001-$4,000",31620,20000,0.632511069,11620,30000,0.948766603,1620,31620,1,0
1329,Frontiers in Oral Health,2673-4842,,,,Frontiers,10,gold,for profit,3187.5,"$3,001-$4,000",31875,20000,0.62745098,11875,30000,0.941176471,1875,31875,1,0
1330,Nanomaterials,2079-4991,,,,MDPI,10,gold,for profit,3000,"$2,001-$3,000",30000,20000,0.666666667,10000,30000,1,0,30000,1,0
1331,Journal of Personality and Social Psychology,0022-3514,1939-1315,,,American Psychological Association (APA),10,hybrid,not for profit,3000,"$2,001-$3,000",30000,20000,0.666666667,10000,30000,1,0,30000,1,0
1332,Health Education & Behavior,1090-1981,1552-6127,,,SAGE Publications,10,hybrid,for profit,4400,"$4,001-$5,000",44000,20000,0.454545455,24000,30000,0.681818182,14000,44000,1,0
1333,Neurobiology of Stress,2352-2895,,,,Elsevier,10,gold,for profit,4050,"$4,001-$5,000",40500,20000,0.49382716,20500,30000,0.740740741,10500,40500,1,0
1334,The Journal of Pathology,0022-3417,1096-9896,,,Wiley,10,hybrid,for profit,5450,"$5,001-$6,000",54500,20000,0.366972477,34500,30000,0.550458716,24500,54500,1,0
1335,Endocrine Related Cancer,1351-0088,1479-6821,,,Bioscientifica,10,hybrid,not for profit,4063,"$4,001-$5,000",40630,20000,0.492247108,20630,30000,0.738370662,10630,40630,1,0
1336,Seminars in Perinatology,0146-0005,1558-075X,,,Elsevier,10,hybrid,for profit,4370,"$4,001-$5,000",43700,20000,0.457665904,23700,30000,0.686498856,13700,43700,1,0
1337,JASA Express Letters,2691-1191,,,,Acoustical Society of America (ASA),10,gold,not for profit,1450,"$1,001-$2,000",14500,14500,1,0,14500,1,0,14500,1,0
1338,Frontiers in Toxicology,2673-3080,,,,Frontiers,10,gold,for profit,3187.5,"$3,001-$4,000",31875,20000,0.62745098,11875,30000,0.941176471,1875,31875,1,0
1339,Digital Discovery,2635-098X,,,,Royal Society of Chemistry (RSC),10,gold,not for profit,2847,"$2,001-$3,000",28470,20000,0.702493853,8470,28470,1,0,28470,1,0
1340,Current Obesity Reports,2162-4968,,,,Springer Nature,10,hybrid,for profit,5790,"$5,001-$6,000",57900,20000,0.345423143,37900,30000,0.518134715,27900,57900,1,0
1341,Quantitative Imaging in Medicine and Surgery,2223-4292,2223-4306,,,AME Publishing Company,10,gold,for profit,1680,"$1,001-$2,000",16800,16800,1,0,16800,1,0,16800,1,0
1342,Current Diabetes Reports,1534-4827,1539-0829,,,Springer Nature,10,hybrid,for profit,4890,"$4,001-$5,000",48900,20000,0.408997955,28900,30000,0.613496933,18900,48900,1,0
1343,Birth Defects Research,2472-1727,1542-0760,,,Wiley,9,hybrid,for profit,3700,"$3,001-$4,000",33300,18000,0.540540541,15300,27000,0.810810811,6300,33300,1,0
1344,The Lancet Regional Health - Western Pacific,2666-6065,,,,Elsevier,9,gold,for profit,4250,"$4,001-$5,000",38250,18000,0.470588235,20250,27000,0.705882353,11250,38250,1,0
1345,HIV Medicine,1464-2662,1468-1293,,,Wiley,9,hybrid,for profit,4150,"$4,001-$5,000",37350,18000,0.481927711,19350,27000,0.722891566,10350,37350,1,0
1346,Journal of Chromatography B,1570-0232,1873-376X,,,Elsevier,9,hybrid,for profit,3640,"$3,001-$4,000",32760,18000,0.549450549,14760,27000,0.824175824,5760,32760,1,0
1347,Autophagy Reports,2769-4127,,,,Taylor & Francis,9,gold,for profit,1250,"$1,001-$2,000",11250,11250,1,0,11250,1,0,11250,1,0
1348,Neurochemical Research,0364-3190,1573-6903,,,Springer Nature,9,hybrid,for profit,4590,"$4,001-$5,000",41310,18000,0.435729847,23310,27000,0.653594771,14310,41310,1,0
1349,Disaster Medicine and Public Health Preparedness,1935-7893,1938-744X,,,Cambridge University Press (CUP),9,hybrid,not for profit,3550,"$3,001-$4,000",31950,18000,0.563380282,13950,27000,0.845070423,4950,31950,1,0
1350,International Forum of Allergy & Rhinology,2042-6976,2042-6984,,,Wiley,9,hybrid,for profit,4100,"$4,001-$5,000",36900,18000,0.487804878,18900,27000,0.731707317,9900,36900,1,0
1351,JCPP Advances,2692-9384,,,,Wiley,9,gold,for profit,2705,"$2,001-$3,000",24345,18000,0.739371534,6345,24345,1,0,24345,1,0
1352,Journal of Assisted Reproduction and Genetics,1058-0468,1573-7330,,,Springer Nature,9,hybrid,for profit,4690,"$4,001-$5,000",42210,18000,0.426439232,24210,27000,0.639658849,15210,42210,1,0
1353,Clinical Parkinsonism & Related Disorders,2590-1125,,,,Elsevier,9,gold,for profit,2730,"$2,001-$3,000",24570,18000,0.732600733,6570,24570,1,0,24570,1,0
1354,American Journal of Obstetrics & Gynecology MFM,2589-9333,,,,Elsevier,9,hybrid,for profit,3550,"$3,001-$4,000",31950,18000,0.563380282,13950,27000,0.845070423,4950,31950,1,0
